timestamp,pump_id,well_id,stage,engine_load_pct,engine_temp_f,vibration_g,fuel_rate_gal_hr,maintenance_flag
2026-01-15 06:00:00,P-01,W-101,1,75.0,206.3,0.45,29.22,0
2026-01-15 06:00:00,P-02,W-101,1,81.9,192.4,0.636,33.56,0
2026-01-15 06:00:00,P-03,W-101,1,72.2,203.3,0.42,30.41,0
2026-01-15 06:00:00,P-04,W-101,1,73.3,208.8,0.396,30.45,0
2026-01-15 06:01:00,P-01,W-101,1,67.5,208.6,0.526,30.58,0
2026-01-15 06:01:00,P-02,W-101,1,75.0,190.9,0.51,32.16,0
2026-01-15 06:01:00,P-03,W-101,1,64.7,175.2,0.301,28.84,0
2026-01-15 06:01:00,P-04,W-101,1,79.6,218.0,0.423,31.84,0
2026-01-15 06:02:00,P-01,W-101,1,73.8,198.4,0.51,30.66,0
2026-01-15 06:02:00,P-02,W-101,1,79.3,196.4,0.526,31.96,0
2026-01-15 06:02:00,P-03,W-101,1,66.8,220.0,0.493,27.88,0
2026-01-15 06:02:00,P-04,W-101,1,68.2,211.7,0.317,31.2,0
2026-01-15 06:03:00,P-01,W-101,1,78.4,190.7,0.453,29.61,0
2026-01-15 06:03:00,P-02,W-101,1,87.2,197.0,0.553,34.44,0
2026-01-15 06:03:00,P-03,W-101,1,83.9,194.9,0.492,33.78,0
2026-01-15 06:03:00,P-04,W-101,1,80.1,213.3,0.422,31.61,0
2026-01-15 06:04:00,P-01,W-101,1,82.6,175.4,0.596,32.51,0
2026-01-15 06:04:00,P-02,W-101,1,71.7,189.7,0.423,32.44,0
2026-01-15 06:04:00,P-03,W-101,1,77.9,204.9,0.459,30.29,0
2026-01-15 06:04:00,P-04,W-101,1,65.0,192.6,0.437,29.79,0
2026-01-15 06:05:00,P-01,W-101,1,79.0,204.9,0.46,34.95,0
2026-01-15 06:05:00,P-02,W-101,1,74.4,193.2,0.586,32.83,0
2026-01-15 06:05:00,P-03,W-101,1,85.7,199.1,0.561,31.68,0
2026-01-15 06:05:00,P-04,W-101,1,77.4,197.0,0.341,33.17,0
2026-01-15 06:06:00,P-01,W-101,1,57.1,172.3,0.397,28.97,0
2026-01-15 06:06:00,P-02,W-101,1,79.4,208.2,0.576,33.13,0
2026-01-15 06:06:00,P-03,W-101,1,70.5,196.8,0.4,31.05,0
2026-01-15 06:06:00,P-04,W-101,1,62.8,200.4,0.384,29.64,0
2026-01-15 06:07:00,P-01,W-101,1,75.0,169.1,0.368,31.38,0
2026-01-15 06:07:00,P-02,W-101,1,72.4,201.1,0.454,32.85,0
2026-01-15 06:07:00,P-03,W-101,1,75.3,194.8,0.313,29.91,0
2026-01-15 06:07:00,P-04,W-101,1,77.1,211.6,0.572,30.88,0
2026-01-15 06:08:00,P-01,W-101,1,69.3,200.4,0.581,30.61,0
2026-01-15 06:08:00,P-02,W-101,1,84.1,202.2,0.569,34.37,0
2026-01-15 06:08:00,P-03,W-101,1,73.0,185.9,0.411,32.93,0
2026-01-15 06:08:00,P-04,W-101,1,78.7,194.0,0.428,30.1,0
2026-01-15 06:09:00,P-01,W-101,1,84.5,210.8,0.467,33.45,0
2026-01-15 06:09:00,P-02,W-101,1,55.6,189.2,0.469,29.18,0
2026-01-15 06:09:00,P-03,W-101,1,75.6,198.4,0.506,31.27,0
2026-01-15 06:09:00,P-04,W-101,1,59.6,195.7,0.411,30.08,0
2026-01-15 06:10:00,P-01,W-101,1,59.0,194.1,0.37,27.3,0
2026-01-15 06:10:00,P-02,W-101,1,74.4,207.4,0.414,33.86,0
2026-01-15 06:10:00,P-03,W-101,1,68.0,191.9,0.374,29.26,0
2026-01-15 06:10:00,P-04,W-101,1,66.1,179.7,0.389,29.96,0
2026-01-15 06:11:00,P-01,W-101,1,52.8,193.3,0.354,28.11,0
2026-01-15 06:11:00,P-02,W-101,1,80.7,209.7,0.413,31.64,0
2026-01-15 06:11:00,P-03,W-101,1,75.7,192.1,0.344,34.47,0
2026-01-15 06:11:00,P-04,W-101,1,68.5,189.8,0.239,31.36,0
2026-01-15 06:12:00,P-01,W-101,1,63.5,196.8,0.472,28.27,0
2026-01-15 06:12:00,P-02,W-101,1,72.1,216.3,0.232,30.0,0
2026-01-15 06:12:00,P-03,W-101,1,64.2,194.3,0.393,28.28,0
2026-01-15 06:12:00,P-04,W-101,1,66.2,187.6,0.377,30.18,0
2026-01-15 06:13:00,P-01,W-101,1,77.8,211.7,0.504,30.96,0
2026-01-15 06:13:00,P-02,W-101,1,70.5,226.2,0.503,30.16,0
2026-01-15 06:13:00,P-03,W-101,1,83.2,195.3,0.419,34.65,0
2026-01-15 06:13:00,P-04,W-101,1,60.1,172.8,0.456,28.84,0
2026-01-15 06:14:00,P-01,W-101,1,76.3,194.4,0.426,31.19,0
2026-01-15 06:14:00,P-02,W-101,1,70.3,193.1,0.388,29.66,0
2026-01-15 06:14:00,P-03,W-101,1,70.9,167.7,0.479,31.24,0
2026-01-15 06:14:00,P-04,W-101,1,74.6,201.3,0.46,30.56,0
2026-01-15 06:15:00,P-01,W-101,1,66.5,203.3,0.423,32.42,0
2026-01-15 06:15:00,P-02,W-101,1,83.7,211.3,0.414,32.39,0
2026-01-15 06:15:00,P-03,W-101,1,62.8,199.7,0.172,28.75,0
2026-01-15 06:15:00,P-04,W-101,1,68.3,179.0,0.477,28.93,0
2026-01-15 06:16:00,P-01,W-101,1,75.2,231.9,0.312,31.35,0
2026-01-15 06:16:00,P-02,W-101,1,69.8,190.3,0.48,31.89,0
2026-01-15 06:16:00,P-03,W-101,1,79.2,190.6,0.651,30.13,0
2026-01-15 06:16:00,P-04,W-101,1,64.8,198.7,0.406,30.24,0
2026-01-15 06:17:00,P-01,W-101,1,83.9,198.7,0.485,32.39,0
2026-01-15 06:17:00,P-02,W-101,1,76.0,194.9,0.418,32.33,0
2026-01-15 06:17:00,P-03,W-101,1,79.5,172.8,0.487,31.99,0
2026-01-15 06:17:00,P-04,W-101,1,78.8,196.2,0.559,31.38,0
2026-01-15 06:18:00,P-01,W-101,1,53.6,207.3,0.287,25.75,0
2026-01-15 06:18:00,P-02,W-101,1,71.6,195.0,0.492,31.95,0
2026-01-15 06:18:00,P-03,W-101,1,72.2,187.4,0.452,31.19,0
2026-01-15 06:18:00,P-04,W-101,1,76.0,188.2,0.412,32.29,0
2026-01-15 06:19:00,P-01,W-101,1,82.3,211.4,0.476,32.23,0
2026-01-15 06:19:00,P-02,W-101,1,75.6,185.5,0.377,33.41,0
2026-01-15 06:19:00,P-03,W-101,1,75.6,194.4,0.509,33.14,0
2026-01-15 06:19:00,P-04,W-101,1,68.8,192.3,0.371,31.54,0
2026-01-15 06:20:00,P-01,W-101,1,78.2,215.7,0.533,30.11,0
2026-01-15 06:20:00,P-02,W-101,1,72.6,185.4,0.389,31.28,0
2026-01-15 06:20:00,P-03,W-101,1,77.1,188.2,0.262,32.09,0
2026-01-15 06:20:00,P-04,W-101,1,91.5,199.0,0.51,36.61,0
2026-01-15 06:21:00,P-01,W-101,1,76.0,201.3,0.479,31.98,0
2026-01-15 06:21:00,P-02,W-101,1,62.1,180.1,0.54,29.41,0
2026-01-15 06:21:00,P-03,W-101,1,72.1,196.9,0.491,34.02,0
2026-01-15 06:21:00,P-04,W-101,1,75.4,191.5,0.431,32.87,0
2026-01-15 06:22:00,P-01,W-101,1,67.2,207.3,0.223,29.82,0
2026-01-15 06:22:00,P-02,W-101,1,76.9,214.1,0.382,30.03,0
2026-01-15 06:22:00,P-03,W-101,1,69.8,184.0,0.407,30.55,0
2026-01-15 06:22:00,P-04,W-101,1,61.3,205.7,0.373,30.33,0
2026-01-15 06:23:00,P-01,W-101,1,56.3,182.9,0.407,27.17,0
2026-01-15 06:23:00,P-02,W-101,1,69.7,197.6,0.432,29.74,0
2026-01-15 06:23:00,P-03,W-101,1,72.2,188.6,0.483,30.87,0
2026-01-15 06:23:00,P-04,W-101,1,72.3,228.9,0.341,32.68,0
2026-01-15 06:24:00,P-01,W-101,1,49.8,169.0,0.24,25.55,0
2026-01-15 06:24:00,P-02,W-101,1,72.7,201.6,0.41,30.91,0
2026-01-15 06:24:00,P-03,W-101,1,75.3,208.6,0.335,31.12,0
2026-01-15 06:24:00,P-04,W-101,1,70.5,203.5,0.36,30.59,0
2026-01-15 06:25:00,P-01,W-101,1,73.5,189.8,0.376,31.34,0
2026-01-15 06:25:00,P-02,W-101,1,72.2,204.0,0.344,30.57,0
2026-01-15 06:25:00,P-03,W-101,1,71.4,207.6,0.35,31.13,0
2026-01-15 06:25:00,P-04,W-101,1,75.2,218.3,0.36,30.75,0
2026-01-15 06:26:00,P-01,W-101,1,65.6,176.8,0.544,28.32,0
2026-01-15 06:26:00,P-02,W-101,1,66.6,212.8,0.266,30.89,0
2026-01-15 06:26:00,P-03,W-101,1,61.8,211.1,0.214,27.02,0
2026-01-15 06:26:00,P-04,W-101,1,68.8,209.0,0.413,29.98,0
2026-01-15 06:27:00,P-01,W-101,1,82.3,225.7,0.523,32.06,0
2026-01-15 06:27:00,P-02,W-101,1,68.2,181.8,0.421,28.31,0
2026-01-15 06:27:00,P-03,W-101,1,75.9,222.7,0.501,31.1,0
2026-01-15 06:27:00,P-04,W-101,1,75.7,218.1,0.569,30.43,0
2026-01-15 06:28:00,P-01,W-101,1,76.0,196.8,0.508,32.14,0
2026-01-15 06:28:00,P-02,W-101,1,52.9,190.4,0.368,25.81,0
2026-01-15 06:28:00,P-03,W-101,1,76.6,180.5,0.382,33.39,0
2026-01-15 06:28:00,P-04,W-101,1,64.8,203.6,0.259,32.17,0
2026-01-15 06:29:00,P-01,W-101,1,70.9,198.9,0.438,31.5,0
2026-01-15 06:29:00,P-02,W-101,1,61.2,196.0,0.332,26.99,0
2026-01-15 06:29:00,P-03,W-101,1,81.3,195.4,0.485,32.85,0
2026-01-15 06:29:00,P-04,W-101,1,70.7,221.4,0.419,28.86,0
2026-01-15 06:30:00,P-01,W-101,1,67.2,203.1,0.451,28.79,0
2026-01-15 06:30:00,P-02,W-101,1,77.8,177.9,0.543,30.43,0
2026-01-15 06:30:00,P-03,W-101,1,68.6,210.1,0.424,31.33,0
2026-01-15 06:30:00,P-04,W-101,1,75.4,214.0,0.526,31.02,0
2026-01-15 06:31:00,P-01,W-101,1,77.4,180.6,0.445,32.92,0
2026-01-15 06:31:00,P-02,W-101,1,73.4,203.6,0.417,32.58,0
2026-01-15 06:31:00,P-03,W-101,1,71.7,192.3,0.498,29.23,0
2026-01-15 06:31:00,P-04,W-101,1,76.4,186.2,0.548,31.44,0
2026-01-15 06:32:00,P-01,W-101,1,75.3,203.5,0.287,30.77,0
2026-01-15 06:32:00,P-02,W-101,1,82.6,210.3,0.493,31.24,0
2026-01-15 06:32:00,P-03,W-101,1,78.9,207.8,0.459,33.67,0
2026-01-15 06:32:00,P-04,W-101,1,68.7,191.3,0.216,31.48,0
2026-01-15 06:33:00,P-01,W-101,1,76.7,178.6,0.306,30.76,0
2026-01-15 06:33:00,P-02,W-101,1,80.6,195.9,0.398,31.29,0
2026-01-15 06:33:00,P-03,W-101,1,65.8,173.6,0.307,28.56,0
2026-01-15 06:33:00,P-04,W-101,1,79.7,197.4,0.393,35.11,0
2026-01-15 06:34:00,P-01,W-101,1,64.5,210.6,0.528,27.73,0
2026-01-15 06:34:00,P-02,W-101,1,70.4,191.5,0.374,31.34,0
2026-01-15 06:34:00,P-03,W-101,1,64.8,190.7,0.386,29.22,0
2026-01-15 06:34:00,P-04,W-101,1,60.4,205.4,0.466,29.29,0
2026-01-15 06:35:00,P-01,W-101,1,68.1,188.8,0.356,33.09,0
2026-01-15 06:35:00,P-02,W-101,1,78.6,189.1,0.468,31.72,0
2026-01-15 06:35:00,P-03,W-101,1,75.8,205.2,0.53,30.63,0
2026-01-15 06:35:00,P-04,W-101,1,72.0,177.0,0.327,32.02,0
2026-01-15 06:36:00,P-01,W-101,1,64.6,186.5,0.398,30.46,0
2026-01-15 06:36:00,P-02,W-101,1,63.7,154.7,0.325,30.91,0
2026-01-15 06:36:00,P-03,W-101,1,74.9,214.4,0.349,29.52,0
2026-01-15 06:36:00,P-04,W-101,1,75.9,201.5,0.468,32.78,0
2026-01-15 06:37:00,P-01,W-101,1,73.9,203.2,0.493,31.9,0
2026-01-15 06:37:00,P-02,W-101,1,77.4,211.0,0.572,31.15,0
2026-01-15 06:37:00,P-03,W-101,1,74.4,193.9,0.371,30.56,0
2026-01-15 06:37:00,P-04,W-101,1,74.5,203.4,0.47,31.14,0
2026-01-15 06:38:00,P-01,W-101,1,71.3,207.6,0.306,30.86,0
2026-01-15 06:38:00,P-02,W-101,1,72.0,207.0,0.32,32.75,0
2026-01-15 06:38:00,P-03,W-101,1,73.0,201.3,0.4,31.78,0
2026-01-15 06:38:00,P-04,W-101,1,71.6,212.4,0.311,31.1,0
2026-01-15 06:39:00,P-01,W-101,1,75.1,196.3,0.408,31.09,0
2026-01-15 06:39:00,P-02,W-101,1,73.2,176.5,0.51,30.61,0
2026-01-15 06:39:00,P-03,W-101,1,72.9,202.5,0.389,30.96,0
2026-01-15 06:39:00,P-04,W-101,1,55.6,203.8,0.449,25.96,0
2026-01-15 06:40:00,P-01,W-101,1,70.3,182.9,0.407,31.44,0
2026-01-15 06:40:00,P-02,W-101,1,81.5,213.1,0.571,32.4,0
2026-01-15 06:40:00,P-03,W-101,1,64.4,195.2,0.448,28.12,0
2026-01-15 06:40:00,P-04,W-101,1,86.9,211.4,0.471,32.78,0
2026-01-15 06:41:00,P-01,W-101,1,66.6,197.9,0.388,31.13,0
2026-01-15 06:41:00,P-02,W-101,1,69.2,203.5,0.415,30.78,0
2026-01-15 06:41:00,P-03,W-101,1,70.1,206.1,0.478,31.17,0
2026-01-15 06:41:00,P-04,W-101,1,76.8,187.5,0.473,33.32,0
2026-01-15 06:42:00,P-01,W-101,1,76.2,186.3,0.441,32.16,0
2026-01-15 06:42:00,P-02,W-101,1,66.2,180.6,0.379,29.02,0
2026-01-15 06:42:00,P-03,W-101,1,72.1,178.9,0.474,30.22,0
2026-01-15 06:42:00,P-04,W-101,1,80.2,196.1,0.459,32.23,0
2026-01-15 06:43:00,P-01,W-101,1,67.1,226.7,0.369,31.3,0
2026-01-15 06:43:00,P-02,W-101,1,63.8,201.0,0.434,29.46,0
2026-01-15 06:43:00,P-03,W-101,1,68.0,194.1,0.38,33.12,0
2026-01-15 06:43:00,P-04,W-101,1,72.4,204.3,0.572,29.98,0
2026-01-15 06:44:00,P-01,W-101,1,72.9,194.9,0.425,30.91,0
2026-01-15 06:44:00,P-02,W-101,1,66.8,199.4,0.322,31.2,0
2026-01-15 06:44:00,P-03,W-101,1,77.6,193.0,0.415,32.3,0
2026-01-15 06:44:00,P-04,W-101,1,66.2,218.7,0.434,30.39,0
2026-01-15 06:45:00,P-01,W-101,1,77.5,192.0,0.537,32.08,0
2026-01-15 06:45:00,P-02,W-101,1,79.6,197.0,0.564,32.82,0
2026-01-15 06:45:00,P-03,W-101,1,89.5,196.7,0.514,32.87,0
2026-01-15 06:45:00,P-04,W-101,1,67.8,204.6,0.502,33.76,0
2026-01-15 06:46:00,P-01,W-101,1,69.9,186.4,0.48,29.23,0
2026-01-15 06:46:00,P-02,W-101,1,75.2,192.5,0.458,32.84,0
2026-01-15 06:46:00,P-03,W-101,1,69.8,208.8,0.489,28.32,0
2026-01-15 06:46:00,P-04,W-101,1,63.4,177.7,0.554,29.29,0
2026-01-15 06:47:00,P-01,W-101,1,87.1,181.1,0.443,34.64,0
2026-01-15 06:47:00,P-02,W-101,1,74.3,204.8,0.337,33.03,0
2026-01-15 06:47:00,P-03,W-101,1,79.1,204.1,0.402,32.63,0
2026-01-15 06:47:00,P-04,W-101,1,70.6,177.9,0.418,30.51,0
2026-01-15 06:48:00,P-01,W-101,1,81.0,172.8,0.483,31.19,0
2026-01-15 06:48:00,P-02,W-101,1,75.0,203.0,0.433,32.48,0
2026-01-15 06:48:00,P-03,W-101,1,62.5,209.5,0.333,27.39,0
2026-01-15 06:48:00,P-04,W-101,1,70.3,172.5,0.442,30.34,0
2026-01-15 06:49:00,P-01,W-101,1,80.6,207.3,0.351,31.51,0
2026-01-15 06:49:00,P-02,W-101,1,74.9,208.7,0.538,32.95,0
2026-01-15 06:49:00,P-03,W-101,1,70.1,202.0,0.524,30.25,0
2026-01-15 06:49:00,P-04,W-101,1,73.8,194.4,0.391,31.34,0
2026-01-15 06:50:00,P-01,W-101,1,65.7,195.3,0.32,29.6,0
2026-01-15 06:50:00,P-02,W-101,1,74.8,191.4,0.44,31.64,0
2026-01-15 06:50:00,P-03,W-101,1,74.9,196.9,0.526,28.95,0
2026-01-15 06:50:00,P-04,W-101,1,94.7,191.6,0.551,33.93,0
2026-01-15 06:51:00,P-01,W-101,1,78.1,202.4,0.401,33.35,0
2026-01-15 06:51:00,P-02,W-101,1,71.7,204.5,0.353,30.87,0
2026-01-15 06:51:00,P-03,W-101,1,89.0,212.6,0.521,33.49,0
2026-01-15 06:51:00,P-04,W-101,1,73.5,200.6,0.47,29.94,0
2026-01-15 06:52:00,P-01,W-101,1,78.0,186.0,0.583,31.12,0
2026-01-15 06:52:00,P-02,W-101,1,75.1,210.6,0.42,31.92,0
2026-01-15 06:52:00,P-03,W-101,1,84.2,206.9,0.505,31.13,0
2026-01-15 06:52:00,P-04,W-101,1,65.2,209.3,0.446,30.6,0
2026-01-15 06:53:00,P-01,W-101,1,76.3,214.2,0.424,31.87,0
2026-01-15 06:53:00,P-02,W-101,1,63.0,181.0,0.26,28.27,0
2026-01-15 06:53:00,P-03,W-101,1,83.6,181.4,0.45,31.5,0
2026-01-15 06:53:00,P-04,W-101,1,66.4,199.0,0.35,31.26,0
2026-01-15 06:54:00,P-01,W-101,1,84.0,173.1,0.421,33.19,0
2026-01-15 06:54:00,P-02,W-101,1,80.7,194.1,0.461,31.14,0
2026-01-15 06:54:00,P-03,W-101,1,59.4,213.0,0.232,31.49,0
2026-01-15 06:54:00,P-04,W-101,1,77.5,207.1,0.496,31.65,0
2026-01-15 06:55:00,P-01,W-101,1,75.0,196.2,0.484,31.46,0
2026-01-15 06:55:00,P-02,W-101,1,64.2,186.1,0.318,30.73,0
2026-01-15 06:55:00,P-03,W-101,1,66.9,174.1,0.439,31.86,0
2026-01-15 06:55:00,P-04,W-101,1,78.0,191.8,0.325,31.88,0
2026-01-15 06:56:00,P-01,W-101,1,71.4,186.2,0.47,33.07,0
2026-01-15 06:56:00,P-02,W-101,1,74.5,200.3,0.363,33.08,0
2026-01-15 06:56:00,P-03,W-101,1,72.1,191.0,0.433,31.54,0
2026-01-15 06:56:00,P-04,W-101,1,73.8,212.8,0.466,30.94,0
2026-01-15 06:57:00,P-01,W-101,1,76.6,204.8,0.343,33.17,0
2026-01-15 06:57:00,P-02,W-101,1,71.0,194.5,0.484,31.68,0
2026-01-15 06:57:00,P-03,W-101,1,67.8,206.8,0.366,32.39,0
2026-01-15 06:57:00,P-04,W-101,1,66.8,199.9,0.345,32.69,0
2026-01-15 06:58:00,P-01,W-101,1,62.2,202.5,0.33,28.77,0
2026-01-15 06:58:00,P-02,W-101,1,75.7,213.3,0.573,29.78,0
2026-01-15 06:58:00,P-03,W-101,1,74.2,215.9,0.302,31.74,0
2026-01-15 06:58:00,P-04,W-101,1,72.1,202.9,0.366,29.25,0
2026-01-15 06:59:00,P-01,W-101,1,58.0,207.2,0.46,28.8,0
2026-01-15 06:59:00,P-02,W-101,1,69.0,177.9,0.461,29.11,0
2026-01-15 06:59:00,P-03,W-101,1,67.6,190.1,0.395,29.26,0
2026-01-15 06:59:00,P-04,W-101,1,73.6,190.8,0.49,32.48,0
2026-01-15 07:00:00,P-01,W-101,1,73.8,203.8,0.605,29.89,0
2026-01-15 07:00:00,P-02,W-101,1,63.1,204.7,0.548,29.05,0
2026-01-15 07:00:00,P-03,W-101,1,86.8,201.8,0.433,32.43,0
2026-01-15 07:00:00,P-04,W-101,1,78.0,188.1,0.459,33.94,0
2026-01-15 07:01:00,P-01,W-101,1,69.8,213.3,0.322,29.92,0
2026-01-15 07:01:00,P-02,W-101,1,61.0,196.9,0.446,29.07,0
2026-01-15 07:01:00,P-03,W-101,1,82.0,190.8,0.486,32.14,0
2026-01-15 07:01:00,P-04,W-101,1,75.1,204.6,0.487,30.24,0
2026-01-15 07:02:00,P-01,W-101,1,63.3,187.9,0.374,29.49,0
2026-01-15 07:02:00,P-02,W-101,1,76.0,188.5,0.316,34.28,0
2026-01-15 07:02:00,P-03,W-101,1,61.3,206.1,0.388,29.34,0
2026-01-15 07:02:00,P-04,W-101,1,70.4,193.0,0.459,30.14,0
2026-01-15 07:03:00,P-01,W-101,1,80.2,206.3,0.509,31.82,0
2026-01-15 07:03:00,P-02,W-101,1,69.0,183.2,0.388,29.17,0
2026-01-15 07:03:00,P-03,W-101,1,81.4,200.3,0.479,32.37,0
2026-01-15 07:03:00,P-04,W-101,1,72.4,227.6,0.406,30.26,0
2026-01-15 07:04:00,P-01,W-101,1,77.1,168.6,0.453,31.43,0
2026-01-15 07:04:00,P-02,W-101,1,64.9,202.8,0.404,27.52,0
2026-01-15 07:04:00,P-03,W-101,1,67.7,162.5,0.434,30.52,0
2026-01-15 07:04:00,P-04,W-101,1,66.5,203.4,0.303,28.81,0
2026-01-15 07:05:00,P-01,W-101,1,73.4,190.0,0.429,30.54,0
2026-01-15 07:05:00,P-02,W-101,1,66.8,192.6,0.351,30.39,0
2026-01-15 07:05:00,P-03,W-101,1,65.1,196.9,0.342,27.87,0
2026-01-15 07:05:00,P-04,W-101,1,77.4,204.9,0.633,30.68,0
2026-01-15 07:06:00,P-01,W-101,1,70.5,196.1,0.501,30.07,0
2026-01-15 07:06:00,P-02,W-101,1,62.8,210.8,0.366,30.35,0
2026-01-15 07:06:00,P-03,W-101,1,78.2,198.7,0.439,31.61,0
2026-01-15 07:06:00,P-04,W-101,1,72.0,208.3,0.364,31.09,0
2026-01-15 07:07:00,P-01,W-101,1,64.2,184.6,0.394,27.2,0
2026-01-15 07:07:00,P-02,W-101,1,89.6,186.8,0.495,35.53,0
2026-01-15 07:07:00,P-03,W-101,1,66.2,169.3,0.369,28.87,0
2026-01-15 07:07:00,P-04,W-101,1,54.9,198.3,0.376,29.25,0
2026-01-15 07:08:00,P-01,W-101,1,63.2,177.2,0.36,29.27,0
2026-01-15 07:08:00,P-02,W-101,1,79.5,216.2,0.555,32.65,0
2026-01-15 07:08:00,P-03,W-101,1,78.6,191.5,0.468,30.71,0
2026-01-15 07:08:00,P-04,W-101,1,72.7,199.1,0.568,30.81,0
2026-01-15 07:09:00,P-01,W-101,1,72.0,200.8,0.392,30.01,0
2026-01-15 07:09:00,P-02,W-101,1,81.7,187.9,0.361,33.53,0
2026-01-15 07:09:00,P-03,W-101,1,80.6,194.1,0.427,32.85,0
2026-01-15 07:09:00,P-04,W-101,1,65.7,187.4,0.473,30.55,0
2026-01-15 07:10:00,P-01,W-101,1,81.5,184.6,0.426,33.01,0
2026-01-15 07:10:00,P-02,W-101,1,63.6,204.2,0.493,28.76,0
2026-01-15 07:10:00,P-03,W-101,1,71.4,215.3,0.569,31.74,0
2026-01-15 07:10:00,P-04,W-101,1,75.8,188.4,0.472,32.31,0
2026-01-15 07:11:00,P-01,W-101,1,71.2,190.7,0.322,28.74,0
2026-01-15 07:11:00,P-02,W-101,1,57.3,202.3,0.381,27.74,0
2026-01-15 07:11:00,P-03,W-101,1,70.3,200.2,0.408,29.04,0
2026-01-15 07:11:00,P-04,W-101,1,80.2,203.1,0.482,33.44,0
2026-01-15 07:12:00,P-01,W-101,1,66.0,211.4,0.393,30.95,0
2026-01-15 07:12:00,P-02,W-101,1,78.4,186.6,0.494,32.5,0
2026-01-15 07:12:00,P-03,W-101,1,72.8,197.0,0.424,32.07,0
2026-01-15 07:12:00,P-04,W-101,1,77.2,199.3,0.329,32.48,0
